33.2,33.2,
33.2,33.2,
31.4,31.4,
35,35,
66.8,66.8,
89.8,89.8,
116.2,116.2,
121.4,121.4,
126,126,
136,136,
128.2,128.2,
144.2,144.2,
152.2,152.2,
164.8,164.8,
164,164,
145.4,145.4,
154.2,154.2,
149.4,149.4,
155.6,155.6,
143.8,143.8,
133,133,
103.4,103.4,
85.8,85.8,
67.8,67.8,
