160.0,146.8
148.0,120.0
159.5,115.5
191.0,124.5
176.3,222.3
238.3,344.8
310.5,371.8
350.0,358.3
298.8,313.5
297.3,305.3
408.5,317.8
485.3,306.0
478.3,281.5
431.5,264.5
417.8,300.3
451.8,317.0
456.3,319.5
400.0,320.8
389.0,320.5
364.0,334.5
357.8,322.8
302.3,332.0
233.5,300.3
192.3,189.3


