1,228.8,12.9,0.286,33.029,2.866,0.34,33.279,2.46,0.6,190,30,0.399,181.895,31.329,
0,0,0,0.714,98.249,46.871,0.344,161.35,19.835,0.4,225.66,110,0.601,338.081,112.996,
0,0,0,0,316.101,120.438,0.316,195.088,49.994,0,0,0,0,0,0,

1,220.2,16.6,0.356,33.78,2.269,0.364,33.448,2.291,0.1,50,20,0.232,175.832,17.737,
0,0,0,0.644,100.002,48.635,0.36,172.777,24.685,0.7,210,35,0.439,229.051,44.16,
0,0,0,0,199.496,39.627,0.276,198.129,58.702,0.2,270,110,0.329,397.987,91.515,
