32.4,35.8,
27.6,31.2,
33.6,29.4,
49.2,57.4,
97.4,98,
170,184,
175.2,218,
165.6,211,
191.6,222.2,
189.8,219.8,
205.8,214.8,
204.2,204,
212,207.6,
214.4,211,
193.6,205,
148.4,185.4,
117.2,164.2,
106.6,139.8,
90.2,109.4,
74.8,94.6,
60.8,84.6,
56.2,67.4,
45.8,62.8,
37.6,42.8,
