1,228.8,12.9,0.331,29.478,6.143,0.1,45.444,9.018,0.278,152.028,12.034,0.2,170,30,
0,0,0,0.345,114.155,41.236,0.55,160,40,0.6,174.303,39.984,0.4,300,80,
0,0,0,0.324,47.843,22.132,0.35,278,35,0.122,318.866,50.868,0.4,375.028,30,

1,220.2,16.6,0.417,29.171,6.548,0.13,45.405,8.891,0.277,162.124,16.552,0.29,170,30,
0,0,0,0.252,128.957,35.035,0.219,128.484,9.691,0.371,176.16,50.657,0.38,310,70,
0,0,0,0.331,54.615,24.217,0.651,190.645,66.153,0.352,313.577,57.845,0.33,400.236,30.343,
