1,228.8,12.9,0.255,27.662,6.483,0.2,115,30,0.559,176.972,42.269,0.069,155.574,15.775,
0,0,0,0.455,59.511,25.351,0.2,200,27,0.28,149.371,7.485,0.481,267.803,76.74,
0,0,0,0.29,151.513,32.785,0.6,267.5,33,0.161,309.343,39.777,0.45,384.956,25.465,

1,220.2,16.6,0.26,28.188,6.646,0.191,120,40,0.5,164.961,40.213,0.123,152.525,16.529,
0,0,0,0.465,60.542,26.422,0.197,200,10,0.18,151.278,14.97,0.522,262.399,76.097,
0,0,0,0.275,152.46,32.071,0.612,245,40,0.32,288.553,57.534,0.355,394.157,26.022,
