71.6,85,
70.2,71,
83.6,72.2,
128.2,135.2,
257.2,305.4,
436.6,546.2,
422.8,484.6,
420,441.8,
495.6,521.2,
513.2,548,
541.4,575.2,
478.2,552.6,
504,550,
497.6,577.2,
457.8,564.2,
271.8,465.6,
218.6,417.4,
248.8,354.6,
267.6,307.4,
231.4,258,
173.8,234.2,
135.2,170.2,
105.2,137.8,
89.6,105.4,
