1.000,40.9,6.9,1.000,59.1,6.9,0.000,0.0,0.0,
0.000,0.0,0.0,0.000,0.0,0.0,0.000,0.0,0.0,
0.000,0.0,0.0,0.000,0.0,0.0,0.000,0.0,0.0,

0.046,23.5,4.1,0.500,35.2,5.7,0.466,23.7,2.6,
0.570,31.6,3.4,0.462,44.0,3.6,0.534,28.3,7.2,
0.384,39.2,6.0,0.038,54.0,4.2,0.000,0.0,0.0,

 
 
