1,228.8,12.9,0.3,50,7,0.25,28.397,7.326,0.1,48.85,4.943,0.5,200,40,
0,0,0,0.7,80,50,0.65,166,35,0.55,190,30,0.4,390,45,
0,0,0,0,0,0,0.1,250,30,0.35,250,90,0.1,400,65,

1,220.2,16.6,0.458,33.784,7.258,0.352,29.866,7.389,0.1,48.85,4.943,0.5,220,40,
0,0,0,0.542,95.78,51.143,0.183,174.372,15.598,0.6,215,33,0.3,420,40,
0,0,0,0,0,0,0.465,206.866,52.399,0.3,280,100,0.2,450,60,
