0.719,36.375,5.3,0.689,61.825,6.225,0,0,0,
0.281,18.625,2.825,0.311,33.175,1.9,0,0,0,
0,0,0,0,0,0,0,0,0,

0.182,23.2,3.35,0.452,33.15,5.975,0.508,24.65,3.325,
0.503,29.5,4.775,0.364,42,3.875,0.471,31.65,5.6,
0.315,34.7,16.475,0.184,55.075,4.075,0.021,10.2,0.575,
