31.1,34.3,34.6,9.8,8.6,13.7,
34.2,33.1,32.7,8.1,9.2,8.7,
36.3,31.1,32.6,5.5,4.6,4.9,
31.7,32.0,36.3,4.3,4.1,5.2,
26.4,33.8,39.8,3.8,4.8,6.0,
21.7,34.0,44.3,4.0,4.9,6.4,
19.0,32.6,48.5,3.2,5.1,6.3,
17.1,31.9,51.0,2.2,3.5,3.8,
16.2,31.2,52.6,2.1,3.1,4.1,
0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,

0.0,0.0,0.0,0.0,0.0,0.0,
32.3,28.5,39.2,6.3,7.5,9.1,
34.3,28.1,37.6,6.6,5.5,7.9,
30.8,30.4,38.9,5.1,5.1,5.9,
25.4,32.0,42.5,4.3,6.0,7.0,
21.8,32.2,46.0,3.9,6.2,7.6,
19.2,30.4,50.4,2.9,5.1,6.4,
17.5,28.5,54.0,2.2,3.9,4.8,
17.2,28.5,54.2,2.0,3.7,4.6,
17.4,28.8,53.8,2.0,3.5,4.5,
0.00,0.00,0.00,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,
